TreatedZip,EventTime,RelLogValue,ControlCount
30214,-14,0.033388632832351564,5
30214,-13,0.03341452179769533,5
30214,-12,0.03335816789760067,5
30214,-11,0.032672706175196,5
30214,-10,0.03070055994006431,5
30214,-9,0.02834943449756331,5
30214,-8,0.025989978864918585,5
30214,-7,0.023797220947857058,5
30214,-6,0.02051491056354706,5
30214,-5,0.016999849900711083,5
30214,-4,0.012641337219210768,5
30214,-3,0.008425845388958209,5
30214,-2,0.004129287861605491,5
30214,-1,0.0012839751437635273,5
30214,0,0.0,5
30214,1,-0.0009542467407875676,5
30214,2,-0.002845730808374114,5
30214,3,-0.005350466813945687,5
30214,4,-0.00781376666114184,5
30214,5,-0.009754840599085667,5
30214,6,-0.012280946556235151,5
30214,7,-0.015014807489659176,5
30214,8,-0.017806346778332482,5
30214,9,-0.019773800745632286,5
30214,10,-0.020871745278885002,5
30318,-24,-0.007182494994130905,5
30318,-23,-0.01076855069901761,5
30318,-22,-0.012147749213206892,5
30318,-21,-0.012170163732293914,5
30318,-20,-0.010387241274699477,5
30318,-19,-0.007329853600710479,5
30318,-18,-0.0037142450813966834,5
30318,-17,-0.0006779319341500667,5
30318,-16,0.0014228682712357,5
30318,-15,0.0027219410992028515,5
30318,-14,0.0038600718659314026,5
30318,-13,0.004727985157139259,5
30318,-12,0.005614135994265723,5
30318,-11,0.007249797566144522,5
30318,-10,0.010597505113251415,5
30318,-9,0.014283949050373224,5
30318,-8,0.016054813895693344,5
30318,-7,0.015225627211573922,5
30318,-6,0.013485336386883517,5
30318,-5,0.012317757735415925,5
30318,-4,0.01123689118263016,5
30318,-3,0.009324439210494972,5
30318,-2,0.006199072841447872,5
30318,-1,0.0029486622474170334,5
30318,0,0.0,5
30318,1,-0.002789966206968231,5
30318,2,-0.006312819045335871,5
30318,3,-0.009839214593889168,5
30318,4,-0.013937390591351928,5
30318,5,-0.018033094349455325,5
30318,6,-0.021943912377659913,5
30318,7,-0.02461644063474644,5
30318,8,-0.02574763228656387,5
30318,9,-0.026558654944986416,5
